sample.id	inst.country.code	legacy.sample.code	month	year	sample.country.code	sample.postcode	sample.city	sample.site	gps	material	height	depth	m_s	V_w	c_Cl	c_NO3	c_SO4	c_Na	c_K	c_Ca	c_Mg
IRPA-001277	BE	N/A	9	2009	BE	N/A	Laeken	Oude kerk	N/A	N/A	N/A	N/A	0.846	100	1.136	4.786	27.047	2.168	3.905	12.674	0.024
IRPA-001278	BE	N/A	9	2009	BE	N/A	Laeken	Oude kerk	N/A	N/A	N/A	N/A	0.64	100	0.183	0.63	15.566	1.121	2.011	6.329	0.01
IRPA-001279	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	EB	N/A	0	0.095	100	7.138	9.289	522.977	3.712	11.68	226.14	0.1
IRPA-001280	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	0to1	0.494	100	3.482	10.262	115.005	5.498	1.679	50.048	2.315
IRPA-001281	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	1to3	0.743	100	0.965	2.244	15.171	1.708	1.401	10.203	0.1
IRPA-001282	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	3to5	0.894	100	0.626	1.621	11.694	1.212	1.18	10.724	0.225
IRPA-001283	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	P	N/A	0to1	0.505	100	10.691	64.875	202.968	14.699	3.531	79.984	11.039
IRPA-001284	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	0to1	0.232	100	1.463	4.497	24.671	2.251	0.851	9.132	1.091
IRPA-001285	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	1to3	0.725	100	2.813	7.803	14.577	3.913	0.535	7.072	1.419
IRPA-001286	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	3to5	0.662	100	1.461	3.72	5.484	2.199	1.256	5.293	0.937
IRPA-001287	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	E	N/A	0	0.012	25	0.361	0.488	122.438	0.389	0.555	12.952	26.149
IRPA-001288	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	P	N/A	0to1	0.507	100	4.342	25.519	65.496	4.675	1.927	29.896	3.358
IRPA-001289	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	M	N/A	0to1	0.744	100	15.222	39.818	195.999	14.024	6.305	85.022	5.842
IRPA-001290	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	M	N/A	1to3	0.881	100	10.634	32.023	60.339	12.765	5.89	30.936	4.858
IRPA-001291	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	M	N/A	3to5	0.816	100	12.336	26.669	43.658	10.888	4.921	25.772	3.225
IRPA-001292	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	E	N/A	0	0.004	25	12.698	0.509	29.999	6.987	3.587	12.895	0.1
IRPA-001293	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	0to1	0.659	100	2.555	8.171	101.965	3.648	1.292	39.958	2.203
IRPA-001294	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	1to3	0.762	100	3.514	10.63	15.788	4.496	1.685	9.43	2.462
IRPA-001295	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	3to5	0.945	100	1.254	7.62	12.365	2.287	0.62	6.456	1.02
IRPA-001296	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	E	N/A	0	0.001	25	0.884	0.13	8.129	0.753	0.1	3.23	0.1
IRPA-001297	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	P	N/A	0to1	0.381	100	4.577	9.697	85.82	5.629	3.446	31.594	3.204
IRPA-001298	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	0to1	0.487	100	1.552	3.491	15.83	2.08	1.012	10.246	1.129
IRPA-001299	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	1to3	0.587	100	0.931	1.917	7.894	1.294	0.987	7.155	0.928
IRPA-001300	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	B	N/A	3to5	0.769	100	1.699	3.185	26.293	1.985	0.834	10.494	1.163
IRPA-001301	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	M	N/A	0to1	0.48	100	3.266	6.549	14.848	3.479	1.102	10.668	2.03
IRPA-001302	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	M	N/A	1to3	0.575	100	1.682	3.484	7.139	2.069	0.494	10.129	1.117
IRPA-001303	BE	N/A	1	2009	BE	N/A	Lembeke	N/A	N/A	M	N/A	3to5	0.651	100	2.358	4.67	19.639	3.246	1.684	11.32	1.531
IRPA-001304	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	150	0to1	0.211	100	5.5	16.7	12.7	4.3	3.6	9.3	0.5
IRPA-001305	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	150	1to3	0.283	100	10.1	20.2	15.8	7.2	4.9	9.5	0.8
IRPA-001306	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	150	3to5	0.368	100	29.9	53.6	15.8	16.5	9.6	18.4	2.7
IRPA-001307	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	150	0to1	0.754	100	18.7	42.3	53.2	11.6	5.9	32.1	1.8
IRPA-001308	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	150	1to3	0.592	100	13.4	26.3	16	8	3.6	12.1	1.3
IRPA-001309	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	150	3to5	0.55	100	10.9	16.9	18.4	6.6	2.8	12	0.8
IRPA-001310	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	90	0to1	0.463	100	2.6	9.7	75.8	2.3	1.4	35	0.4
IRPA-001311	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	90	1to3	0.672	100	5.1	17.1	43.8	4.1	2.5	24.1	0.8
IRPA-001312	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	90	3to5	0.717	100	3.4	8.8	16.6	2.7	1.7	10.4	0.6
IRPA-001313	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	400	0to1	0.763	100	0.4	0.4	222	0.5	0	94.9	0
IRPA-001314	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	400	1to3	0.74	100	0.5	1.5	60.7	0.4	0	29.8	0
IRPA-001315	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	400	3to5	0.838	100	1.4	2.9	44.2	0.8	0	23.1	0
IRPA-001316	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	400	3to5	0.776	100	0	0	18.3	0.5	0	8.1	0
IRPA-001317	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	150	0to1	0.344	100	3.4	10.3	136	4.4	1.4	56.1	2.1
IRPA-001318	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	150	1to3	0.303	100	1	2.4	40.2	1.2	0	19	0
IRPA-001319	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	150	3to5	0.284	100	0.6	1.3	15	0.7	0	21.5	0
IRPA-001320	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	150	0to1	0.359	100	1	2.9	9.6	1.1	0	5.6	0
IRPA-001321	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	150	1to3	0.669	100	2	5.8	10.9	3	0	7.1	0.9
IRPA-001322	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	150	3to5	0.887	100	2.2	5.5	8.2	2.8	0	7.6	0.8
IRPA-001323	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	250	0to1	0.803	100	97.1	147	133	53.4	24.8	88.2	8.8
IRPA-001324	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	250	1to3	0.562	100	89	155.1	30.7	49.2	21.2	49.1	9
IRPA-001325	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	M	250	3to5	0.257	100	41	71	5.6	22.4	10.1	20.9	4.1
IRPA-001326	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	250	0to1	0.621	100	15	23.8	27.5	8.8	3.6	16.2	1.6
IRPA-001327	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	250	1to3	0.532	100	14.4	25.7	9.1	8.4	2.8	11.5	1.8
IRPA-001328	BE	N/A	2	2009	BE	N/A	Leuven	Parkabdij	N/A	B	250	3to5	0.695	100	20.8	35.1	5.5	11.9	5.1	10.7	2.3
IRPA-001329	BE	N/A	2	2009	BE	N/A	Leuven	St Franciscuskerk	N/A	M	N/A	0to1	0.859	100	1.2	3.5	108	11.1	8.9	34.7	0.6
IRPA-001330	BE	N/A	2	2009	BE	N/A	Leuven	St Franciscuskerk	N/A	M	N/A	1to3	0.888	100	1.5	3.7	28.9	5.7	6.1	10.2	0.3
IRPA-001331	BE	N/A	2	2009	BE	N/A	Leuven	St Franciscuskerk	N/A	M	N/A	3to5	0.854	100	0.8	2.8	23.1	3.3	2.8	12.1	0.5
IRPA-001332	BE	N/A	2	2009	BE	N/A	Leuven	St Franciscuskerk	N/A	B	N/A	0to1	0.415	100	0.3	0	23.4	2.4	1.7	9.2	0
IRPA-001333	BE	N/A	2	2009	BE	N/A	Leuven	St Franciscuskerk	N/A	B	N/A	1to3	0.6	100	0	0	10.5	0.7	0	9.1	0.3
IRPA-001334	BE	N/A	2	2009	BE	N/A	Leuven	St Franciscuskerk	N/A	B	N/A	3to5	0.53	100	0	0	8.8	0.5	0	6.7	0
IRPA-001335	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	0to2	0.25	100	0.3	1.6	7.9	95	6	3	0
IRPA-001336	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	2to5	0.979	100	0.5	2.7	3.7	15.8	9.3	4	0
IRPA-001337	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	5to7	0.644	100	0.4	1.6	1.7	6.7	4	4	0
IRPA-001338	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	0to2	0.866	100	36.3	229	595	9	9	344	0
IRPA-001339	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	2to5	0.756	100	5.7	26.1	43.2	2.6	2.5	30.1	0
IRPA-001340	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	5to7	0.637	100	4.3	16.1	15.4	2.3	2.6	15.2	0
IRPA-001341	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	B	N/A	0to2	0.307	100	1.3	0	2.9	1	1	4	0.5
IRPA-001342	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	B	N/A	2to5	0.316	100	2.6	0	1.3	0.6	1.3	4	0.5
IRPA-001343	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	B	N/A	5to7	0.336	100	2.2	0	1.5	0.7	0.3	5	0.5
IRPA-001344	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	B	N/A	0to1	0.493	100	1.1	0.7	5.6	0.8	2	4	0.3
IRPA-001345	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	B	N/A	0to2	0.447	100	0.8	0	1.9	0.5	1.6	4	0.3
IRPA-001346	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	B	N/A	2to5	0.45	100	0.7	0	1.2	0.4	0.5	4	0.1
IRPA-001347	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	N/A	0.598	100	1.1	0	0.5	0.4	0	3	0
IRPA-001348	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	N/A	0.605	100	0.4	0	0.3	0.5	0	3.1	0.2
IRPA-001349	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	N/A	0.656	100	0.7	0	0.3	0.6	0	4	0
IRPA-001350	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	N/A	0.914	100	1.6	26.7	15.8	22.3	14.5	20.7	0
IRPA-001351	BE	N/A	2	2009	BE	N/A	Leuven	Pauscollege	N/A	N/A	N/A	N/A	0.989	100	3.2	58.8	10.2	2.5	1.5	51	0
IRPA-001352	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	5	N/A	0.645	100	1.134	3.256	39	2.2	1.7	16	0
IRPA-001353	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	N/A	0.934	100	0.3	0	27.7	1.7	0	14	0
IRPA-001354	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	20	N/A	0.825	100	1.7	4.4	30	7.2	10.6	6.1	0
IRPA-001355	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	30	N/A	0.837	100	2.7	1.5	158.1	4.9	3.6	63.6	0.5
IRPA-001356	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	40	N/A	0.627	100	1.3	0.6	67.3	2.2	2.7	27.6	0
IRPA-001357	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	70	N/A	0.306	100	0.7	0.5	8.8	1.4	0.7	4.8	0
IRPA-001358	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	110	N/A	0.815	100	0.9	0	12.6	1.5	0	9.6	0
IRPA-001359	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	150	N/A	0.851	100	1.5	5.7	529	1.3	1.9	221.9	0
IRPA-001360	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	5	N/A	0.836	100	4.2	17.6	117.6	5.9	4.4	51.8	0
IRPA-001361	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	N/A	0.853	100	2.5	8.6	16.6	2.9	1.9	12	0
IRPA-001362	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	20	N/A	0.599	100	3.7	19	33.1	5.2	4.8	18	0
IRPA-001363	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	30	N/A	0.934	100	2.7	7.3	14.3	2.6	1.6	15.1	0.8
IRPA-001364	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	40	N/A	0.765	100	2	10.9	33.7	3.7	3.6	16	0
IRPA-001365	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	70	N/A	0.749	100	2.3	8	5.2	2.9	1.9	7.1	0
IRPA-001366	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	110	N/A	0.713	100	0.5	0.8	220.1	0.9	0	92.3	0.6
IRPA-001367	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	150	N/A	0.944	100	0.8	1.3	852	1.4	2.6	361	0
IRPA-001368	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	5	N/A	0.839	100	0.3	0	1.7	1.9	6	1	0
IRPA-001369	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	N/A	0.701	100	0	0	13	2.4	6.3	4.1	0
IRPA-001370	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	20	N/A	0.751	100	0.5	0	18.9	1.3	0	8.7	0
IRPA-001371	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	30	N/A	0.957	100	4.9	18.6	36.9	15.8	9.9	9.5	0
IRPA-001372	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	40	N/A	0.871	100	7.6	32.9	16.9	16	6.7	9.4	0
IRPA-001373	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	70	N/A	0.708	100	7.3	35.7	9.9	3.7	3.5	16.6	0
IRPA-001374	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	110	N/A	0.784	100	1.7	7.7	11.4	0.8	1.2	8.2	0.8
IRPA-001375	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	150	N/A	0.864	100	0.7	1.2	4.7	0.9	0	8.2	0
IRPA-001376	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	0to1	0.411	100	13.4	49.4	523	5.5	3	239	0
IRPA-001377	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	1to3	0.532	100	13.9	54.7	84.6	9	5.6	49	1.6
IRPA-001378	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	3to5	0.526	100	17	65	150.8	10.4	4.7	85.4	0
IRPA-001379	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	120	0to1	0.595	100	0.9	0.9	15.1	1	2.5	9.1	0
IRPA-001380	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	120	1to3	0.298	100	0.9	1.1	19.4	0.5	0	10	0
IRPA-001381	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	120	3to5	0.381	100	1	1.5	6.1	0.4	0	5	0
IRPA-001382	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	280	0to1	0.291	100	3.6	13.6	1096	6.3	4.7	459	0
IRPA-001383	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	280	1to3	0.524	100	2.2	7	620	3.3	3.3	261	0
IRPA-001384	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	280	3to5	0.807	100	1.7	6.8	339	3	2.5	144	0
IRPA-001385	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	0to1	0.806	100	4.6	10.8	68.3	1.3	0	40	0
IRPA-001386	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	1to3	0.838	100	2.4	3.7	32.7	0.7	0	25.7	0
IRPA-001387	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	3to5	0.642	100	0.8	1.2	14.9	0.9	1.4	8.8	0
IRPA-001388	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	120	0to1	0.808	100	9	68	47.3	0.7	0	49.5	0
IRPA-001389	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	120	1to3	0.802	100	1.2	3.3	3.6	1.2	3.8	6.6	0
IRPA-001390	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	120	3to5	0.974	100	1.5	5.7	82.6	1.8	5.8	37.2	0
IRPA-001391	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	260	0to1	0.557	100	7	52	1153	8.4	9.8	496	0
IRPA-001392	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	260	1to3	0.869	100	30.8	144.2	204	25	31	108.5	4.8
IRPA-001393	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	260	3to5	0.805	100	26	121	68	21.5	30.7	44	3.6
IRPA-001394	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	10	0	0.072	50	0.6	7.8	435	0.8	2.7	8.1	106
IRPA-001395	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	280	0	0.017	20	0	275	45.6	0.6	178	6.2	6.2
IRPA-001396	BE	N/A	10	2009	BE	N/A	Miskom	Kerk Sint-Germanus	N/A	N/A	260	0	0.076	50	0.4	508	51	1.1	332	7	5.3
IRPA-001397	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	0to1	0.71	100	39.306	141.357	644.99	16.781	26.516	320.15	2.29
IRPA-001398	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	1to3	0.592	100	27.153	98.452	243.365	13.086	17.657	133.12	1.605
IRPA-001399	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	3to5	0.638	100	48.254	117.954	130.911	15.831	21.317	93.84	2.039
IRPA-001400	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	0to1	0.398	100	68.027	115.324	5.396	30.188	33.239	36.016	2.388
IRPA-001401	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	1to3	0.715	100	117.282	195.76	11.93	43.258	55.256	62.331	7.163
IRPA-001402	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	3to5	0.304	100	45.157	90.932	14.23	18.323	22.296	32.532	3.097
IRPA-001403	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	P	N/A	0to1	0.494	100	2.143	4.306	506.492	1.425	1.07	218.336	0.1
IRPA-001404	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	1to3	0.392	100	3.062	4.446	71.226	2.226	1.938	33.981	0.46
IRPA-001405	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	3to5	0.745	100	1.155	10.472	153.669	1.454	8.321	66.781	0.934
IRPA-001406	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	E	N/A	0	0.002	25	0.127	51.405	2.288	0.15	30.907	2.862	0.1
IRPA-001407	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	P	N/A	0to2	0.637	100	3.731	10.92	75.088	3.729	6.4	37.998	0.37
IRPA-001408	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	1to3	0.548	100	0.413	1.096	60.494	0.769	2.67	25.924	0.1
IRPA-001409	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	3to5	0.392	100	0.833	2.949	13.367	1.214	0.864	5.428	0.125
IRPA-001410	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	0to1	0.763	100	87.693	54.413	24.442	56.902	6.103	30.196	1.882
IRPA-001411	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	BM	N/A	1to3	0.444	100	38.278	28.176	5.456	12.36	4.074	19.96	1.569
IRPA-001412	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	BM	N/A	3to5	0.384	100	32.266	24.16	17.355	19.366	2.627	17.486	0.893
IRPA-001413	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	EB	N/A	0	0.048	100	0.381	265.431	35.452	0.424	160.215	19.065	0.2
IRPA-001414	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	0to1	0.905	100	16.082	51.206	35.336	4.326	22.993	30.252	3.507
IRPA-001415	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	1to3	0.706	100	1.917	6.058	3.225	1	2.293	7.797	0.316
IRPA-001416	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	3to5	0.588	100	2.237	7.75	2.841	1.503	3.06	2.626	0.64
IRPA-001417	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	0to1	0.651	100	0.7	4.865	8.075	1.19	1.484	12.989	0.17
IRPA-001418	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	1to3	0.745	100	1.903	5.54	12.896	1.378	4.209	8.62	0.322
IRPA-001419	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	3to5	0.843	100	2.641	5.395	4.219	1.608	2.869	7.992	0.1
IRPA-001420	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	0to1	0.592	100	7.855	101.56	88.342	3.746	32.974	53.33	2.21
IRPA-001421	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	1to3	0.3	100	3.702	35.972	5.097	1.458	9.37	11.897	0.999
IRPA-001422	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	3to5	0.315	100	3.556	29.806	4.99	1.122	8.807	10.013	0.564
IRPA-001423	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	0to1	0.602	100	20.854	350.654	55.98	7.14	219.321	29.684	4.552
IRPA-001424	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	1to3	0.476	100	17.598	124.598	28.25	10.466	45.23	26.756	6.044
IRPA-001425	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	M	N/A	3to5	0.413	100	11.792	66.717	34.502	6.984	19.658	27.211	2.236
IRPA-001426	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	0to2	0.694	100	3.309	210.349	60.439	3.564	125.004	22.982	3.236
IRPA-001427	BE	N/A	2	2009	BE	N/A	Opvelp	N/A	N/A	B	N/A	2to5	0.804	100	2.543	39.59	7.055	3.451	12.099	7.725	3.114
IRPA-001428	BE	N/A	11	2009	BE	N/A	Ronse	Sint-Hermeskerk	N/A	B	N/A	N/A	0.885	100	7.2	36.6	1170	6.6	6	502	0
IRPA-001429	BE	N/A	11	2009	BE	N/A	Ronse	Sint-Hermeskerk	N/A	B	N/A	N/A	0.871	100	3.8	20.8	124	4.2	3.8	54	3.2
IRPA-001430	BE	N/A	11	2009	BE	N/A	Ronse	Sint-Hermeskerk	N/A	B	N/A	N/A	0.849	100	2.7	14.8	16.2	3	2.2	12.6	1.7
IRPA-001431	BE	N/A	11	2009	BE	N/A	Ronse	Sint-Hermeskerk	N/A	S	N/A	N/A	0.858	100	3.6	19.2	1139	6	3.1	482	0
IRPA-001432	BE	N/A	11	2009	BE	N/A	Ronse	Sint-Hermeskerk	N/A	S	N/A	N/A	0.851	100	3.7	22.7	51	6.7	3.6	23.1	3.2
IRPA-001433	BE	N/A	11	2009	BE	N/A	Ronse	Sint-Hermeskerk	N/A	S	N/A	N/A	0.866	100	3.8	26	20	7.6	2.9	11.1	3.3
IRPA-001434	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	0to1	0.481	100	0.6	2.8	1338	1.2	0.4	566.6	0
IRPA-001435	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	N/A	0.707	100	0.1	0.3	29	0.2	1.5	14.9	0.9
IRPA-001436	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	0to1	0.492	100	0	0	5.9	0.3	0.9	14.8	0.7
IRPA-001437	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	1to3	0.379	100	0	0	4.6	0.3	0.6	5.4	0.5
IRPA-001438	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	3to5	0.535	100	0.2	0.2	28.3	0.6	0	13.7	0.4
